air_pressure_9am,air_temp_9am,avg_wind_direction_9am,avg_wind_speed_9am,max_wind_direction_9am,max_wind_speed_9am,rain_accumulation_9am,rain_duration_9am,relative_humidity_9am,relative_humidity_3pm
-5.67647846062622e-05,0.000220225279034593,0.000148165420003598,-0.0664425835694121,-2.00936089306607e-05,0.0549614745882425,-0.0297346276304774,9.15535559725921e-06,2.097096969066e-05,1
0.000116422057676561,-0.000427355047543037,-0.000330943422885355,0.131657422683974,6.95564765057004e-05,-0.109106724242058,-0.0160574292964063,1.26917997351589e-05,-0.000111744257954669,1
-3.09254299370966e-05,0.000116228893710627,8.48935532174768e-05,-0.0354865041247725,-1.53178741434251e-05,0.0293852695243305,-0.0043194856852463,1.35278581036497e-07,2.20237837753124e-05,1
-0.0001998612008115,0.000748710794269908,0.000551354929258159,-0.228875154847155,-0.000101838159497583,0.189544793500644,-0.020186592748048,-2.28272295918801e-06,0.000149228092473133,1
-7.68145228335186e-05,0.00029538612094067,0.000203419168905235,-0.0894127115082681,-3.02498811755614e-05,0.0739839390489322,-0.0319226818514709,8.99292423471517e-06,3.57958850851548e-05,1
0.000114598005906029,-0.000423970876295112,-0.000322073023028384,0.130222904536613,6.46067081655109e-05,-0.107889814169317,-0.00531452632895777,8.20759361965463e-06,-0.000100633546384125,1
0.000292067205017122,-0.00108680459121505,-0.000813873613729402,0.333077257583373,0.000157358517358902,-0.275901974967054,0.00629556174227709,1.28139693142517e-05,-0.000238776315646809,1
-0.000280079975067445,0.00103370833668817,0.000789919517696921,-0.317796013483648,-0.00016079744795381,0.263315323762651,0.0208635115662376,-2.32760856521584e-05,0.000252976034971909,1
0.00036690833774873,-0.00135790852349888,-0.0010306452492122,0.417025878514754,0.000206290179789638,-0.345502316681757,-0.0154905639325,2.56553538984913e-05,-0.000320837838066315,1
0.000148725750619432,-0.000547600784049044,-0.000420914942384014,0.168504793373106,8.69128701058709e-05,-0.139628612563857,-0.0152305744983708,1.40557488467583e-05,-0.000138037319883839,1
-0.000671812551940917,0.00250451840165638,0.00186689355541802,-0.767026390817736,-0.000356533120017201,0.635321242650005,-0.0292197914395194,-2.34543838068712e-05,0.000536083587723579,1
